user_id,trade_date,total_valuation,daily_change_value,daily_change_percent,cumulative_return
U000000007,2025-05-16,449026.03,6106.84,1.380000,1.310000
U000000007,2025-05-15,442919.19,-3701.55,-0.830000,-0.060000
U000000007,2025-05-14,446620.74,6679.37,1.520000,0.770000
U000000007,2025-05-13,439941.37,-15905.94,-3.490000,-0.740000
U000000007,2025-05-12,455847.31,5912.73,1.310000,2.850000
U000000007,2025-05-09,449934.58,-365.03,-0.080000,1.520000
U000000007,2025-05-08,450299.61,-470.50,-0.100000,1.600000
U000000007,2025-05-07,450770.11,-1790.39,-0.400000,1.710000
U000000007,2025-05-06,452560.50,2813.49,0.630000,2.110000
U000000007,2025-05-05,449747.01,6730.42,1.520000,1.480000
U000000007,2025-05-02,443016.59,-11120.06,-2.450000,-0.040000
U000000007,2025-05-01,454136.65,8129.16,1.820000,2.470000
U000000007,2025-04-30,446007.49,-5872.72,-1.300000,0.630000
U000000007,2025-04-29,451880.21,2135.02,0.470000,1.960000
U000000007,2025-04-28,449745.19,-5648.34,-1.240000,1.480000
U000000007,2025-04-25,455393.53,4348.52,0.960000,2.750000
U000000007,2025-04-24,451045.01,9831.45,2.230000,1.770000
U000000007,2025-04-23,441213.56,-7658.32,-1.710000,-0.450000
U000000007,2025-04-22,448871.88,8716.92,1.980000,1.280000
U000000007,2025-04-21,440154.96,-9413.06,-2.090000,-0.690000
U000000007,2025-04-18,449568.02,-3532.65,-0.780000,1.440000
U000000007,2025-04-17,453100.67,10195.06,2.300000,2.230000
U000000007,2025-04-16,442905.61,-4921.76,-1.100000,-0.070000
U000000007,2025-04-15,447827.37,-5876.39,-1.300000,1.040000
U000000007,2025-04-14,453703.76,9743.08,2.190000,2.370000
U000000007,2025-04-11,443960.68,-6030.19,-1.340000,0.170000
U000000007,2025-04-10,449990.87,-3546.09,-0.780000,1.530000
U000000007,2025-04-09,453536.96,4399.85,0.980000,2.330000
U000000007,2025-04-08,449137.11,-10333.72,-2.250000,1.340000
U000000007,2025-04-07,459470.83,10267.95,2.290000,3.670000
U000000007,2025-04-04,449202.88,-5592.94,-1.230000,1.350000
U000000007,2025-04-03,454795.82,491.13,0.110000,2.620000
U000000007,2025-04-02,454304.69,4280.08,0.950000,2.500000
U000000007,2025-04-01,450024.61,-2028.97,-0.450000,1.540000
U000000007,2025-03-31,452053.58,8849.02,2.000000,2.000000
U000000007,2025-03-28,443204.56,NULL,NULL,0.000000
U000000008,2025-06-26,773025.67,22873.90,3.050000,2.790000
U000000008,2025-06-25,750151.77,-14819.91,-1.940000,-0.250000
U000000008,2025-06-24,764971.68,-8043.11,-1.040000,1.720000
U000000008,2025-06-23,773014.79,-5652.12,-0.730000,2.790000
U000000008,2025-06-20,778666.91,15632.55,2.050000,3.540000
U000000008,2025-06-19,763034.36,-7392.84,-0.960000,1.460000
U000000008,2025-06-18,770427.20,-21172.56,-2.670000,2.450000
U000000008,2025-06-17,791599.76,20426.18,2.650000,5.260000
U000000008,2025-06-16,771173.58,-6523.16,-0.840000,2.550000
U000000008,2025-06-13,777696.74,6420.19,0.830000,3.410000
U000000008,2025-06-12,771276.55,13567.97,1.790000,2.560000
U000000008,2025-06-11,757708.58,-22972.69,-2.940000,0.760000
U000000008,2025-06-10,780681.27,2998.51,0.390000,3.810000
U000000008,2025-06-09,777682.76,21780.95,2.880000,3.410000
U000000008,2025-06-06,755901.81,-10079.97,-1.320000,0.510000
U000000008,2025-06-05,765981.78,634.67,0.080000,1.860000
U000000008,2025-06-04,765347.11,3029.58,0.400000,1.770000
U000000008,2025-06-03,762317.53,-14477.58,-1.860000,1.370000
U000000008,2025-06-02,776795.11,10877.87,1.420000,3.290000
U000000008,2025-05-30,765917.24,-4446.54,-0.580000,1.850000
U000000008,2025-05-29,770363.78,18714.59,2.490000,2.440000
U000000008,2025-05-28,751649.19,-41365.66,-5.220000,-0.050000
U000000008,2025-05-27,793014.85,35545.60,4.690000,5.450000
U000000008,2025-05-26,757469.25,-31092.70,-3.940000,0.720000
U000000008,2025-05-23,788561.95,2784.05,0.350000,4.860000
U000000008,2025-05-22,785777.90,14023.53,1.820000,4.490000
U000000008,2025-05-21,771754.37,12583.50,1.660000,2.620000
U000000008,2025-05-20,759170.87,-7115.40,-0.930000,0.950000
U000000008,2025-05-19,766286.27,-11488.33,-1.480000,1.900000
U000000008,2025-05-16,777774.60,11179.05,1.460000,3.420000
U000000008,2025-05-15,766595.55,-4239.16,-0.550000,1.940000
U000000008,2025-05-14,770834.71,21632.79,2.890000,2.500000
U000000008,2025-05-13,749201.92,-21382.82,-2.770000,-0.380000
U000000008,2025-05-12,770584.74,831.55,0.110000,2.470000
U000000008,2025-05-09,769753.19,5976.61,0.780000,2.360000
U000000008,2025-05-08,763776.58,-14842.75,-1.910000,1.560000
U000000008,2025-05-07,778619.33,2274.30,0.290000,3.540000
U000000008,2025-05-06,776345.03,6468.72,0.840000,3.230000
U000000008,2025-05-05,769876.31,19351.68,2.580000,2.370000
U000000008,2025-05-02,750524.63,-21666.35,-2.810000,-0.200000
U000000008,2025-05-01,772190.98,15942.08,2.110000,2.680000
U000000008,2025-04-30,756248.90,-480.01,-0.060000,0.560000
U000000008,2025-04-29,756728.91,-11769.17,-1.530000,0.620000
U000000008,2025-04-28,768498.08,-6755.57,-0.870000,2.190000
U000000008,2025-04-25,775253.65,1044.26,0.130000,3.090000
U000000008,2025-04-24,774209.39,33176.04,4.480000,2.950000
U000000008,2025-04-23,741033.35,-22240.24,-2.910000,-1.460000
U000000008,2025-04-22,763273.59,-978.82,-0.130000,1.500000
U000000008,2025-04-21,764252.41,2347.07,0.310000,1.630000
U000000008,2025-04-18,761905.34,-22165.70,-2.830000,1.310000
U000000008,2025-04-17,784071.04,39440.33,5.300000,4.260000
U000000008,2025-04-16,744630.71,-31608.22,-4.070000,-0.980000
U000000008,2025-04-15,776238.93,-1097.32,-0.140000,3.220000
U000000008,2025-04-14,777336.25,29270.53,3.910000,3.370000
U000000008,2025-04-11,748065.72,-30537.45,-3.920000,-0.530000
U000000008,2025-04-10,778603.17,9879.47,1.290000,3.530000
U000000008,2025-04-09,768723.70,11965.01,1.580000,2.220000
U000000008,2025-04-08,756758.69,-21883.21,-2.810000,0.630000
U000000008,2025-04-07,778641.90,-5452.36,-0.700000,3.540000
U000000008,2025-04-04,784094.26,10738.44,1.390000,4.260000
U000000008,2025-04-03,773355.82,-4497.99,-0.580000,2.840000
U000000008,2025-04-02,777853.81,15765.95,2.070000,3.430000
U000000008,2025-04-01,762087.86,-9953.58,-1.290000,1.340000
U000000008,2025-03-31,772041.44,20011.49,2.660000,2.660000
U000000008,2025-03-28,752029.95,NULL,NULL,0.000000
U000000009,2025-06-26,267604.84,3332.50,1.260000,-0.120000
U000000009,2025-06-25,264272.34,865.61,0.330000,-1.360000
U000000009,2025-06-24,263406.73,-3552.76,-1.330000,-1.680000
U000000009,2025-06-23,266959.49,1220.78,0.460000,-0.360000
U000000009,2025-06-20,265738.71,-2280.88,-0.850000,-0.810000
U000000009,2025-06-19,268019.59,451.03,0.170000,0.040000
U000000009,2025-06-18,267568.56,-1508.17,-0.560000,-0.130000
U000000009,2025-06-17,269076.73,1395.07,0.520000,0.430000
U000000009,2025-06-16,267681.66,-1509.11,-0.560000,-0.090000
U000000009,2025-06-13,269190.77,-2850.53,-1.050000,0.480000
U000000009,2025-06-12,272041.30,850.60,0.310000,1.540000
U000000009,2025-06-11,271190.70,347.78,0.130000,1.220000
U000000009,2025-06-10,270842.92,-2440.52,-0.890000,1.090000
U000000009,2025-06-09,273283.44,6975.76,2.620000,2.000000
U000000009,2025-06-06,266307.68,-672.56,-0.250000,-0.600000
U000000009,2025-06-05,266980.24,-2975.85,-1.100000,-0.350000
U000000009,2025-06-04,269956.09,3535.17,1.330000,0.760000
U000000009,2025-06-03,266420.92,-4346.93,-1.610000,-0.560000
U000000009,2025-06-02,270767.85,1394.18,0.520000,1.060000
U000000009,2025-05-30,269373.67,-1187.17,-0.440000,0.540000
U000000009,2025-05-29,270560.84,2724.94,1.020000,0.990000
U000000009,2025-05-28,267835.90,49.61,0.020000,-0.030000
U000000009,2025-05-27,267786.29,1305.00,0.490000,-0.050000
U000000009,2025-05-26,266481.29,-1326.56,-0.500000,-0.540000
U000000009,2025-05-23,267807.85,-7090.36,-2.580000,-0.040000
U000000009,2025-05-22,274898.21,13028.62,4.980000,2.610000
U000000009,2025-05-21,261869.59,-4777.48,-1.790000,-2.260000
U000000009,2025-05-20,266647.07,-4690.77,-1.730000,-0.470000
U000000009,2025-05-19,271337.84,-770.07,-0.280000,1.280000
U000000009,2025-05-16,272107.91,3593.20,1.340000,1.560000
U000000009,2025-05-15,268514.71,1757.95,0.660000,0.220000
U000000009,2025-05-14,266756.76,3132.85,1.190000,-0.430000
U000000009,2025-05-13,263623.91,-352.11,-0.130000,-1.600000
U000000009,2025-05-12,263976.02,-3877.28,-1.450000,-1.470000
U000000009,2025-05-09,267853.30,3158.01,1.190000,-0.020000
U000000009,2025-05-08,264695.29,-6152.50,-2.270000,-1.200000
U000000009,2025-05-07,270847.79,686.08,0.250000,1.090000
U000000009,2025-05-06,270161.71,66.06,0.020000,0.840000
U000000009,2025-05-05,270095.65,5508.49,2.080000,0.810000
U000000009,2025-05-02,264587.16,-642.85,-0.240000,-1.240000
U000000009,2025-05-01,265230.01,-1352.80,-0.510000,-1.000000
U000000009,2025-04-30,266582.81,736.49,0.280000,-0.500000
U000000009,2025-04-29,265846.32,-676.44,-0.250000,-0.770000
U000000009,2025-04-28,266522.76,-5367.01,-1.970000,-0.520000
U000000009,2025-04-25,271889.77,1600.06,0.590000,1.480000
U000000009,2025-04-24,270289.71,6498.82,2.460000,0.890000
U000000009,2025-04-23,263790.89,-7066.23,-2.610000,-1.540000
U000000009,2025-04-22,270857.12,1951.66,0.730000,1.100000
U000000009,2025-04-21,268905.46,8282.65,3.180000,0.370000
U000000009,2025-04-18,260622.81,-3149.18,-1.190000,-2.720000
U000000009,2025-04-17,263771.99,240.09,0.090000,-1.550000
U000000009,2025-04-16,263531.90,-7563.94,-2.790000,-1.640000
U000000009,2025-04-15,271095.84,3787.52,1.420000,1.190000
U000000009,2025-04-14,267308.32,1555.75,0.590000,-0.230000
U000000009,2025-04-11,265752.57,-6591.02,-2.420000,-0.810000
U000000009,2025-04-10,272343.59,2458.65,0.910000,1.650000
U000000009,2025-04-09,269884.94,4798.55,1.810000,0.730000
U000000009,2025-04-08,265086.39,-1331.37,-0.500000,-1.060000
U000000009,2025-04-07,266417.76,-6617.48,-2.420000,-0.560000
U000000009,2025-04-04,273035.24,5693.76,2.130000,1.910000
U000000009,2025-04-03,267341.48,-4101.45,-1.510000,-0.210000
U000000009,2025-04-02,271442.93,6902.73,2.610000,1.320000
U000000009,2025-04-01,264540.20,-5704.93,-2.110000,-1.260000
U000000009,2025-03-31,270245.13,2329.01,0.870000,0.870000
U000000009,2025-03-28,267916.12,NULL,NULL,0.000000
U000000010,2025-06-26,803948.85,30722.69,3.970000,3.930000
U000000010,2025-06-25,773226.16,-21224.30,-2.670000,-0.040000
U000000010,2025-06-24,794450.46,-6377.73,-0.800000,2.700000
U000000010,2025-06-23,800828.19,-1258.47,-0.160000,3.530000
U000000010,2025-06-20,802086.66,22505.85,2.890000,3.690000
U000000010,2025-06-19,779580.81,-17053.55,-2.140000,0.780000
U000000010,2025-06-18,796634.36,-12450.44,-1.540000,2.980000
U000000010,2025-06-17,809084.80,22779.05,2.900000,4.590000
U000000010,2025-06-16,786305.75,-14280.99,-1.780000,1.650000
U000000010,2025-06-13,800586.74,24295.50,3.130000,3.490000
U000000010,2025-06-12,776291.24,4739.80,0.610000,0.350000
U000000010,2025-06-11,771551.44,-38291.90,-4.730000,-0.260000
U000000010,2025-06-10,809843.34,17047.42,2.150000,4.690000
U000000010,2025-06-09,792795.92,9873.14,1.260000,2.490000
U000000010,2025-06-06,782922.78,-1803.59,-0.230000,1.210000
U000000010,2025-06-05,784726.37,-4325.76,-0.550000,1.440000
U000000010,2025-06-04,789052.13,2446.88,0.310000,2.000000
U000000010,2025-06-03,786605.25,4022.01,0.510000,1.690000
U000000010,2025-06-02,782583.24,-2168.28,-0.280000,1.170000
U000000010,2025-05-30,784751.52,-5268.74,-0.670000,1.450000
U000000010,2025-05-29,790020.26,22166.63,2.890000,2.130000
U000000010,2025-05-28,767853.63,-45068.46,-5.540000,-0.740000
U000000010,2025-05-27,812922.09,27921.67,3.560000,5.090000
U000000010,2025-05-26,785000.42,-27091.82,-3.340000,1.480000
U000000010,2025-05-23,812092.24,11423.52,1.430000,4.980000
U000000010,2025-05-22,800668.72,-17165.54,-2.100000,3.500000
U000000010,2025-05-21,817834.26,48901.43,6.360000,5.720000
U000000010,2025-05-20,768932.83,-16408.44,-2.090000,-0.600000
U000000010,2025-05-19,785341.27,-1581.84,-0.200000,1.520000
U000000010,2025-05-16,786923.11,9779.18,1.260000,1.730000
U000000010,2025-05-15,777143.93,-6675.47,-0.850000,0.460000
U000000010,2025-05-14,783819.40,15406.30,2.000000,1.330000
U000000010,2025-05-13,768413.10,-41269.41,-5.100000,-0.660000
U000000010,2025-05-12,809682.51,17610.57,2.220000,4.670000
U000000010,2025-05-09,792071.94,327.46,0.040000,2.390000
U000000010,2025-05-08,791744.48,-1927.71,-0.240000,2.350000
U000000010,2025-05-07,793672.19,-9067.50,-1.130000,2.600000
U000000010,2025-05-06,802739.69,13773.23,1.750000,3.770000
U000000010,2025-05-05,788966.46,17806.85,2.310000,1.990000
U000000010,2025-05-02,771159.61,-30231.32,-3.770000,-0.310000
U000000010,2025-05-01,801390.93,21988.73,2.820000,3.600000
U000000010,2025-04-30,779402.20,-13132.57,-1.660000,0.760000
U000000010,2025-04-29,792534.77,-832.59,-0.100000,2.450000
U000000010,2025-04-28,793367.36,-9090.54,-1.130000,2.560000
U000000010,2025-04-25,802457.90,6820.35,0.860000,3.740000
U000000010,2025-04-24,795637.55,26616.78,3.460000,2.850000
U000000010,2025-04-23,769020.77,-16816.71,-2.140000,-0.590000
U000000010,2025-04-22,785837.48,14245.38,1.850000,1.590000
U000000010,2025-04-21,771592.10,-23146.81,-2.910000,-0.250000
U000000010,2025-04-18,794738.91,-15369.13,-1.900000,2.740000
U000000010,2025-04-17,810108.04,41214.65,5.360000,4.730000
U000000010,2025-04-16,768893.39,-19535.61,-2.480000,-0.600000
U000000010,2025-04-15,788429.00,-14163.88,-1.760000,1.920000
U000000010,2025-04-14,802592.88,31291.06,4.060000,3.750000
U000000010,2025-04-11,771301.82,-19644.73,-2.480000,-0.290000
U000000010,2025-04-10,790946.55,-7598.05,-0.950000,2.250000
U000000010,2025-04-09,798544.60,9607.76,1.220000,3.230000
U000000010,2025-04-08,788936.84,-24132.81,-2.970000,1.990000
U000000010,2025-04-07,813069.65,20292.15,2.560000,5.110000
U000000010,2025-04-04,792777.50,-10275.72,-1.280000,2.480000
U000000010,2025-04-03,803053.22,2729.76,0.340000,3.810000
U000000010,2025-04-02,800323.46,10196.41,1.290000,3.460000
U000000010,2025-04-01,790127.05,-4185.84,-0.530000,2.140000
U000000010,2025-03-31,794312.89,20756.33,2.680000,2.680000
U000000010,2025-03-28,773556.56,NULL,NULL,0.000000
U000000011,2025-06-26,214786.12,-1762.40,-0.810000,-2.390000
U000000011,2025-06-25,216548.52,-1007.44,-0.460000,-1.590000
U000000011,2025-06-24,217555.96,-1973.58,-0.900000,-1.130000
U000000011,2025-06-23,219529.54,9032.94,4.290000,-0.230000
U000000011,2025-06-20,210496.60,-4483.88,-2.090000,-4.340000
U000000011,2025-06-19,214980.48,3619.82,1.710000,-2.300000
U000000011,2025-06-18,211360.66,-6442.70,-2.960000,-3.940000
U000000011,2025-06-17,217803.36,5733.05,2.700000,-1.020000
U000000011,2025-06-16,212070.31,-4673.77,-2.160000,-3.620000
U000000011,2025-06-13,216744.08,4851.68,2.290000,-1.500000
U000000011,2025-06-12,211892.40,-656.41,-0.310000,-3.700000
U000000011,2025-06-11,212548.81,-5122.67,-2.350000,-3.400000
U000000011,2025-06-10,217671.48,-4295.04,-1.930000,-1.070000
U000000011,2025-06-09,221966.52,4569.37,2.100000,0.880000
U000000011,2025-06-06,217397.15,3141.41,1.470000,-1.200000
U000000011,2025-06-05,214255.74,-5541.09,-2.520000,-2.630000
U000000011,2025-06-04,219796.83,4968.57,2.310000,-0.110000
U000000011,2025-06-03,214828.26,-1209.47,-0.560000,-2.370000
U000000011,2025-06-02,216037.73,183.67,0.090000,-1.820000
U000000011,2025-05-30,215854.06,-5917.50,-2.670000,-1.900000
U000000011,2025-05-29,221771.56,4113.62,1.890000,0.790000
U000000011,2025-05-28,217657.94,5028.56,2.360000,-1.080000
U000000011,2025-05-27,212629.38,-2003.20,-0.930000,-3.370000
U000000011,2025-05-26,214632.58,2993.19,1.410000,-2.460000
U000000011,2025-05-23,211639.39,-1283.54,-0.600000,-3.820000
U000000011,2025-05-22,212922.93,-3650.70,-1.690000,-3.230000
U000000011,2025-05-21,216573.63,4010.40,1.890000,-1.570000
U000000011,2025-05-20,212563.23,-9468.93,-4.260000,-3.400000
U000000011,2025-05-19,222032.16,8000.62,3.740000,0.910000
U000000011,2025-05-16,214031.54,-1557.30,-0.720000,-2.730000
U000000011,2025-05-15,215588.84,3467.75,1.630000,-2.020000
U000000011,2025-05-14,212121.09,-2871.12,-1.340000,-3.600000
U000000011,2025-05-13,214992.21,-2074.23,-0.960000,-2.290000
U000000011,2025-05-12,217066.44,2950.02,1.380000,-1.350000
U000000011,2025-05-09,214116.42,-6000.50,-2.730000,-2.690000
U000000011,2025-05-08,220116.92,4496.38,2.090000,0.040000
U000000011,2025-05-07,215620.54,-1116.90,-0.520000,-2.010000
U000000011,2025-05-06,216737.44,1769.06,0.820000,-1.500000
U000000011,2025-05-05,214968.38,4010.75,1.900000,-2.300000
U000000011,2025-05-02,210957.63,-5292.94,-2.450000,-4.130000
U000000011,2025-05-01,216250.57,-621.83,-0.290000,-1.720000
U000000011,2025-04-30,216872.40,-3678.60,-1.670000,-1.440000
U000000011,2025-04-29,220551.00,5698.64,2.650000,0.230000
U000000011,2025-04-28,214852.36,-1256.31,-0.580000,-2.360000
U000000011,2025-04-25,216108.67,-5109.75,-2.310000,-1.790000
U000000011,2025-04-24,221218.42,5083.06,2.350000,0.540000
U000000011,2025-04-23,216135.36,-6396.01,-2.870000,-1.770000
U000000011,2025-04-22,222531.37,4992.65,2.300000,1.130000
U000000011,2025-04-21,217538.72,4825.33,2.270000,-1.140000
U000000011,2025-04-18,212713.39,3147.40,1.500000,-3.330000
U000000011,2025-04-17,209565.99,-5851.99,-2.720000,-4.760000
U000000011,2025-04-16,215417.98,6087.64,2.910000,-2.100000
U000000011,2025-04-15,209330.34,-3808.77,-1.790000,-4.870000
U000000011,2025-04-14,213139.11,-2306.59,-1.070000,-3.130000
U000000011,2025-04-11,215445.70,691.39,0.320000,-2.090000
U000000011,2025-04-10,214754.31,-6053.37,-2.740000,-2.400000
U000000011,2025-04-09,220807.68,4554.66,2.110000,0.350000
U000000011,2025-04-08,216253.02,3780.39,1.780000,-1.720000
U000000011,2025-04-07,212472.63,-5005.46,-2.300000,-3.440000
U000000011,2025-04-04,217478.09,-523.08,-0.240000,-1.160000
U000000011,2025-04-03,218001.17,2912.88,1.350000,-0.930000
U000000011,2025-04-02,215088.29,-398.18,-0.180000,-2.250000
U000000011,2025-04-01,215486.47,-3530.48,-1.610000,-2.070000
U000000011,2025-03-31,219016.95,-1019.88,-0.460000,-0.460000
U000000011,2025-03-28,220036.83,NULL,NULL,0.000000
U000000012,2025-06-26,357999.31,431.98,0.120000,-0.870000
U000000012,2025-06-25,357567.33,796.03,0.220000,-0.990000
U000000012,2025-06-24,356771.30,-1471.68,-0.410000,-1.210000
U000000012,2025-06-23,358242.98,2728.51,0.770000,-0.800000
U000000012,2025-06-20,355514.47,50.74,0.010000,-1.560000
U000000012,2025-06-19,355463.73,1830.19,0.520000,-1.570000
U000000012,2025-06-18,353633.54,-4723.77,-1.320000,-2.080000
U000000012,2025-06-17,358357.31,6697.41,1.900000,-0.770000
U000000012,2025-06-16,351659.90,-5361.77,-1.500000,-2.620000
U000000012,2025-06-13,357021.67,1905.65,0.540000,-1.140000
U000000012,2025-06-12,355116.02,3899.88,1.110000,-1.670000
U000000012,2025-06-11,351216.14,-8414.90,-2.340000,-2.750000
U000000012,2025-06-10,359631.04,1176.99,0.330000,-0.420000
U000000012,2025-06-09,358454.05,2282.65,0.640000,-0.740000
U000000012,2025-06-06,356171.40,869.10,0.240000,-1.370000
U000000012,2025-06-05,355302.30,-5291.39,-1.470000,-1.620000
U000000012,2025-06-04,360593.69,4799.81,1.350000,-0.150000
U000000012,2025-06-03,355793.88,1603.22,0.450000,-1.480000
U000000012,2025-06-02,354190.66,-7681.36,-2.120000,-1.920000
U000000012,2025-05-30,361872.02,-1964.18,-0.540000,0.200000
U000000012,2025-05-29,363836.20,5894.25,1.650000,0.750000
U000000012,2025-05-28,357941.95,1783.62,0.500000,-0.880000
U000000012,2025-05-27,356158.33,-1621.63,-0.450000,-1.380000
U000000012,2025-05-26,357779.96,3466.61,0.980000,-0.930000
U000000012,2025-05-23,354313.35,-326.28,-0.090000,-1.890000
U000000012,2025-05-22,354639.63,-1450.55,-0.410000,-1.800000
U000000012,2025-05-21,356090.18,-351.67,-0.100000,-1.400000
U000000012,2025-05-20,356441.85,-8519.93,-2.330000,-1.300000
U000000012,2025-05-19,364961.78,9811.87,2.760000,1.060000
U000000012,2025-05-16,355149.91,314.29,0.090000,-1.660000
U000000012,2025-05-15,354835.62,-1474.35,-0.410000,-1.740000
U000000012,2025-05-14,356309.97,1758.40,0.500000,-1.340000
U000000012,2025-05-13,354551.57,-798.77,-0.220000,-1.820000
U000000012,2025-05-12,355350.34,-57.65,-0.020000,-1.600000
U000000012,2025-05-09,355407.99,-5440.92,-1.510000,-1.590000
U000000012,2025-05-08,360848.91,2114.58,0.590000,-0.080000
U000000012,2025-05-07,358734.33,1921.68,0.540000,-0.660000
U000000012,2025-05-06,356812.65,-1298.79,-0.360000,-1.200000
U000000012,2025-05-05,358111.44,2318.00,0.650000,-0.840000
U000000012,2025-05-02,355793.44,-5717.24,-1.580000,-1.480000
U000000012,2025-05-01,361510.68,2827.52,0.790000,0.100000
U000000012,2025-04-30,358683.16,-5065.54,-1.390000,-0.680000
U000000012,2025-04-29,363748.70,6464.81,1.810000,0.720000
U000000012,2025-04-28,357283.89,3444.99,0.970000,-1.070000
U000000012,2025-04-25,353838.90,-7274.88,-2.010000,-2.020000
U000000012,2025-04-24,361113.78,5233.58,1.470000,-0.010000
U000000012,2025-04-23,355880.20,-4813.31,-1.330000,-1.460000
U000000012,2025-04-22,360693.51,4846.96,1.360000,-0.120000
U000000012,2025-04-21,355846.55,4100.19,1.170000,-1.460000
U000000012,2025-04-18,351746.36,5397.20,1.560000,-2.600000
U000000012,2025-04-17,346349.16,-14553.45,-4.030000,-4.090000
U000000012,2025-04-16,360902.61,8725.51,2.480000,-0.060000
U000000012,2025-04-15,352177.10,-6208.09,-1.730000,-2.480000
U000000012,2025-04-14,358385.19,-407.11,-0.110000,-0.760000
U000000012,2025-04-11,358792.30,4164.29,1.170000,-0.650000
U000000012,2025-04-10,354628.01,-5307.59,-1.470000,-1.800000
U000000012,2025-04-09,359935.60,3841.17,1.080000,-0.330000
U000000012,2025-04-08,356094.43,-4513.49,-1.250000,-1.400000
U000000012,2025-04-07,360607.92,2678.70,0.750000,-0.150000
U000000012,2025-04-04,357929.22,-829.95,-0.230000,-0.890000
U000000012,2025-04-03,358759.17,3305.37,0.930000,-0.660000
U000000012,2025-04-02,355453.80,-2536.07,-0.710000,-1.570000
U000000012,2025-04-01,357989.87,245.56,0.070000,-0.870000
U000000012,2025-03-31,357744.31,-3390.92,-0.940000,-0.940000
U000000012,2025-03-28,361135.23,NULL,NULL,0.000000
U000000013,2025-06-26,591133.35,-12.87,0.000000,-1.490000
U000000013,2025-06-25,591146.22,-5851.43,-0.980000,-1.480000
U000000013,2025-06-24,596997.65,-2818.34,-0.470000,-0.510000
U000000013,2025-06-23,599815.99,-7186.81,-1.180000,-0.040000
U000000013,2025-06-20,607002.80,375.89,0.060000,1.160000
U000000013,2025-06-19,606626.91,13735.71,2.320000,1.100000
U000000013,2025-06-18,592891.20,-26904.55,-4.340000,-1.190000
U000000013,2025-06-17,619795.75,12214.65,2.010000,3.290000
U000000013,2025-06-16,607581.10,1862.31,0.310000,1.250000
U000000013,2025-06-13,605718.79,-18969.78,-3.040000,0.940000
U000000013,2025-06-12,624688.57,23200.95,3.860000,4.110000
U000000013,2025-06-11,601487.62,2710.60,0.450000,0.240000
U000000013,2025-06-10,598777.02,-23710.70,-3.810000,-0.210000
U000000013,2025-06-09,622487.72,27886.93,4.690000,3.740000
U000000013,2025-06-06,594600.79,-10355.43,-1.710000,-0.910000
U000000013,2025-06-05,604956.22,2860.80,0.480000,0.820000
U000000013,2025-06-04,602095.42,7908.65,1.330000,0.340000
U000000013,2025-06-03,594186.77,-32698.39,-5.220000,-0.980000
U000000013,2025-06-02,626885.16,23124.94,3.830000,4.470000
U000000013,2025-05-30,603760.22,-8937.61,-1.460000,0.620000
U000000013,2025-05-29,612697.83,13435.67,2.240000,2.110000
U000000013,2025-05-28,599262.16,-18905.35,-3.060000,-0.130000
U000000013,2025-05-27,618167.51,28623.91,4.860000,3.020000
U000000013,2025-05-26,589543.60,-19898.80,-3.270000,-1.750000
U000000013,2025-05-23,609442.40,-11122.44,-1.790000,1.560000
U000000013,2025-05-22,620564.84,41182.50,7.110000,3.420000
U000000013,2025-05-21,579382.34,-33608.31,-5.480000,-3.440000
U000000013,2025-05-20,612990.65,1785.65,0.290000,2.160000
U000000013,2025-05-19,611205.00,-11233.27,-1.800000,1.860000
U000000013,2025-05-16,622438.27,9578.94,1.560000,3.730000
U000000013,2025-05-15,612859.33,-366.94,-0.060000,2.130000
U000000013,2025-05-14,613226.27,19130.34,3.220000,2.200000
U000000013,2025-05-13,594095.93,8047.54,1.370000,-0.990000
U000000013,2025-05-12,586048.39,-15931.62,-2.650000,-2.330000
U000000013,2025-05-09,601980.01,5272.94,0.880000,0.320000
U000000013,2025-05-08,596707.07,-16772.09,-2.730000,-0.560000
U000000013,2025-05-07,613479.16,12536.34,2.090000,2.240000
U000000013,2025-05-06,600942.82,-6991.37,-1.150000,0.150000
U000000013,2025-05-05,607934.19,12567.93,2.110000,1.310000
U000000013,2025-05-02,595366.26,-4368.10,-0.730000,-0.780000
U000000013,2025-05-01,599734.36,4602.86,0.770000,-0.050000
U000000013,2025-04-30,595131.50,9098.20,1.550000,-0.820000
U000000013,2025-04-29,586033.30,-13431.70,-2.240000,-2.340000
U000000013,2025-04-28,599465.00,-2330.54,-0.390000,-0.100000
U000000013,2025-04-25,601795.54,-7531.54,-1.240000,0.290000
U000000013,2025-04-24,609327.08,29081.01,5.010000,1.550000
U000000013,2025-04-23,580246.07,-26105.82,-4.310000,-3.300000
U000000013,2025-04-22,606351.89,-12711.49,-2.050000,1.050000
U000000013,2025-04-21,619063.38,37192.73,6.390000,3.170000
U000000013,2025-04-18,581870.65,-17986.50,-3.000000,-3.030000
U000000013,2025-04-17,599857.15,10264.79,1.740000,-0.030000
U000000013,2025-04-16,589592.36,-27021.97,-4.380000,-1.740000
U000000013,2025-04-15,616614.33,16921.11,2.820000,2.760000
U000000013,2025-04-14,599693.22,10032.80,1.700000,-0.060000
U000000013,2025-04-11,589660.42,-29480.82,-4.760000,-1.730000
U000000013,2025-04-10,619141.24,26037.81,4.390000,3.180000
U000000013,2025-04-09,593103.43,5456.54,0.930000,-1.160000
